Run No., Proc No., TBV(Ogawa),Cpre, H(%), Sex , Height(cm),Weight(kg),Yield, Vp, Vc, Vintarg, Vac, Time(min), Qin-pp, Qin-mr, Qch-mr,Time(mr),Time(PCA),Time(ExtPCA),Time(PIR_PLASMA),Time(PIR_NOPLASMA),Rpm(mr),Rpm(pp),Status
778,3,3908.26,350.00,0.47,1,162.00,55.00, 4.00,0.00,265.12,2034.14,194.69,49.74,0.00,60.00, 4.29, 39.59, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
779,1,3908.26,350.00,0.48,1,162.00,55.00, 2.20,250.00,219.23,1218.35,250.63,64.41,60.00,60.00, 0.00, 0.00, 9.96, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
779,2,3908.26,350.00,0.48,1,162.00,55.00, 3.20,210.00,258.29,1653.16,218.49,55.87,60.00,60.00, 0.00, 0.00, 9.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
779,3,3908.26,350.00,0.48,1,162.00,55.00, 4.00,0.00,265.12,2034.14,194.69,49.74,0.00,60.00, 4.29, 39.59, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
780,1,3908.26,350.00,0.49,1,162.00,55.00, 2.20,250.00,220.00,1224.89,267.97,69.01,60.00,60.00, 0.00, 0.00, 11.11, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
780,2,3908.26,350.00,0.49,1,162.00,55.00, 3.20,210.00,260.00,1659.86,233.85,59.95,60.00,60.00, 0.00, 0.00, 10.70, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
780,3,3908.26,350.00,0.49,1,162.00,55.00, 4.00,0.00,265.12,2034.14,194.69,49.74,0.00,60.00, 4.29, 39.59, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
781,1,3908.26,350.00,0.50,1,162.00,55.00, 2.20,250.00,220.00,1217.53,289.20,74.65,60.00,60.00, 0.00, 0.00, 12.60, 5.67, 0.00, 0.00, 2777.46, 2777.46,0
781,2,3908.26,350.00,0.50,1,162.00,55.00, 3.20,210.00,259.12,1655.97,250.95,64.49,60.00,60.00, 0.00, 0.00, 11.89, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
781,3,3908.26,350.00,0.50,1,162.00,55.00, 4.00,0.00,265.12,2034.14,194.69,49.74,0.00,60.00, 4.29, 39.59, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
782,1,3908.26,400.00,0.40,1,162.00,55.00, 2.20,250.00,220.00,1073.73,178.25,45.19,60.00,60.00, 0.00, 0.00, 6.01, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
782,2,3908.26,400.00,0.40,1,162.00,55.00, 3.20,210.00,259.16,1404.72,162.82,41.09,60.00,60.00, 0.00, 0.00, 6.67, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
782,3,3908.26,400.00,0.40,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
783,1,3908.26,400.00,0.41,1,162.00,55.00, 2.20,250.00,220.00,1073.58,185.18,47.03,60.00,60.00, 0.00, 0.00, 6.63, 5.64, 0.00, 0.00, 2777.46, 2777.46,0
783,2,3908.26,400.00,0.41,1,162.00,55.00, 3.20,210.00,260.00,1448.72,167.11,42.23,60.00,60.00, 0.00, 0.00, 6.87, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
783,3,3908.26,400.00,0.41,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
784,1,3908.26,400.00,0.42,1,162.00,55.00, 2.20,250.00,220.00,1073.66,192.85,49.07,60.00,60.00, 0.00, 0.00, 7.32, 5.56, 0.00, 0.00, 2777.46, 2777.46,0
784,2,3908.26,400.00,0.42,1,162.00,55.00, 3.20,210.00,260.00,1448.71,173.69,43.98,60.00,60.00, 0.00, 0.00, 7.46, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
784,3,3908.26,400.00,0.42,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
785,1,3908.26,400.00,0.43,1,162.00,55.00, 2.20,250.00,219.65,1072.43,200.73,51.16,60.00,60.00, 0.00, 0.00, 7.71, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
785,2,3908.26,400.00,0.43,1,162.00,55.00, 3.20,210.00,260.00,1425.47,182.72,46.37,60.00,60.00, 0.00, 0.00, 8.69, 5.49, 0.00, 0.00, 2777.46, 2777.46,0
785,3,3908.26,400.00,0.43,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
786,1,3908.26,400.00,0.44,1,162.00,55.00, 2.20,250.00,220.00,1073.57,210.17,53.66,60.00,60.00, 0.00, 0.00, 8.46, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
786,2,3908.26,400.00,0.44,1,162.00,55.00, 3.20,210.00,260.00,1448.62,189.16,48.08,60.00,60.00, 0.00, 0.00, 8.83, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
786,3,3908.26,400.00,0.44,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
787,1,3908.26,400.00,0.45,1,162.00,55.00, 2.20,250.00,220.0,1059.24,219.38,56.11,60.00,60.00, 0.00, 0.00, 8.90, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
787,2,3908.26,400.00,0.45,1,162.00,55.00, 3.20,210.00,257.76,1412.14,199.32,50.78,60.00,60.00, 0.00, 0.00, 9.79, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
787,3,3908.26,400.00,0.45,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
788,1,3908.26,400.00,0.46,1,162.00,55.00, 2.20,250.00,218.19,1070.28,232.78,59.67,60.00,60.00, 0.00, 0.00, 10.21, 5.65, 0.00, 0.00, 2777.46, 2777.46,0
788,2,3908.26,400.00,0.46,1,162.00,55.00, 3.20,210.00,260.00,1448.50,208.76,53.29,60.00,60.00, 0.00, 0.00, 10.53, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
788,3,3908.26,400.00,0.46,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
789,1,3908.26,400.00,0.47,1,162.00,55.00, 2.20,250.00,220.00,1073.41,245.97,63.17,60.00,60.00, 0.00, 0.00, 11.08, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
789,2,3908.26,400.00,0.47,1,162.00,55.00, 3.20,210.00,260.00,1448.56,220.78,56.48,60.00,60.00, 0.00, 0.00, 11.62, 5.66, 0.00, 0.00, 2777.46, 2777.46,0
789,3,3908.26,400.00,0.47,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
790,1,3908.26,400.00,0.48,1,162.00,55.00, 2.20,250.00,219.99,1073.38,261.57,67.32,60.00,60.00, 4.29, 1.75, 10.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
790,2,3908.26,400.00,0.48,1,162.00,55.00, 3.20,210.00,259.51,1448.30,234.05,60.01,60.00,60.00, 0.00, 0.00, 12.62, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
790,3,3908.26,400.00,0.48,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
791,1,3908.26,400.00,0.49,1,162.00,55.00, 2.20,250.00,220.00,1073.40,279.79,72.15,60.00,60.00, 4.29, 5.31, 8.17, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
791,2,3908.26,400.00,0.49,1,162.00,55.00, 3.20,210.00,259.79,1448.28,250.21,64.30,60.00,60.00, 0.00, 0.00, 13.98, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
791,3,3908.26,400.00,0.49,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
792,1,3908.26,400.00,0.50,1,162.00,55.00, 2.20,250.00,220.00,1073.35,301.31,77.87,60.00,60.00, 4.29, 9.59, 5.38, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
792,2,3908.26,400.00,0.50,1,162.00,55.00, 3.20,210.00,256.86,1434.68,268.07,69.04,60.00,60.00, 4.29, 0.87, 14.36, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
792,3,3908.26,400.00,0.50,1,162.00,55.00, 4.00,0.00,263.88,1762.25,171.32,43.53,0.00,60.00, 4.29, 33.38, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
793,1,3519.38,150.00,0.40,1,170.00,45.00, 2.20,250.00,219.50,2550.95,239.85,62.49,60.00,60.00, 4.29, 27.78, 0.72, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
793,2,3519.38,150.00,0.40,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
793,3,3519.38,150.00,0.40,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
794,1,3519.38,150.00,0.41,1,170.00,45.00, 2.20,250.00,219.31,2550.91,239.85,62.48,60.00,60.00, 4.29, 26.58, 0.80, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
794,2,3519.38,150.00,0.41,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
794,3,3519.38,150.00,0.41,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
795,1,3519.38,150.00,0.42,1,170.00,45.00, 2.20,250.00,219.06,2550.91,239.85,62.48,60.00,60.00, 4.29, 25.26, 0.89, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
795,2,3519.38,150.00,0.42,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
795,3,3519.38,150.00,0.42,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
796,1,3519.38,150.00,0.43,1,170.00,45.00, 2.20,250.00,219.12,2550.90,239.85,62.48,60.00,60.00, 4.29, 23.78, 1.01, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
796,2,3519.38,150.00,0.43,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
796,3,3519.38,150.00,0.43,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
797,1,3519.38,150.00,0.44,1,170.00,45.00, 2.20,250.00,219.01,2550.86,239.84,62.48,60.00,60.00, 4.29, 22.15, 1.14, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
797,2,3519.38,150.00,0.44,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
797,3,3519.38,150.00,0.44,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
798,1,3519.38,150.00,0.45,1,170.00,45.00, 2.20,250.00,220.00,2550.86,240.19,62.57,60.00,60.00, 4.29, 20.31, 1.30, 0.09, 0.00, 0.00, 2777.46, 2777.46,0
798,2,3519.38,150.00,0.45,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
798,3,3519.38,150.00,0.45,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
799,1,3519.38,150.00,0.46,1,170.00,45.00, 2.20,250.00,220.00,2550.89,240.27,62.59,60.00,60.00, 4.29, 18.24, 1.49, 0.11, 0.00, 0.00, 2777.46, 2777.46,0
799,2,3519.38,150.00,0.46,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
799,3,3519.38,150.00,0.46,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
800,1,3519.38,150.00,0.47,1,170.00,45.00, 2.20,250.00,220.00,2550.90,240.36,62.61,60.00,60.00, 4.29, 15.88, 1.73, 0.14, 0.00, 0.00, 2777.46, 2777.46,0
800,2,3519.38,150.00,0.47,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
800,3,3519.38,150.00,0.47,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
801,1,3519.38,150.00,0.48,1,170.00,45.00, 2.20,250.00,220.00,2550.90,240.50,62.65,60.00,60.00, 4.29, 13.16, 2.03, 0.17, 0.00, 0.00, 2777.46, 2777.46,0
801,2,3519.38,150.00,0.48,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
801,3,3519.38,150.00,0.48,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
802,1,3519.38,150.00,0.49,1,170.00,45.00, 2.20,250.00,220.00,2550.88,240.69,62.70,60.00,60.00, 4.29, 10.01, 2.42, 0.22, 0.00, 0.00, 2777.46, 2777.46,0
802,2,3519.38,150.00,0.49,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
802,3,3519.38,150.00,0.49,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
803,1,3519.38,150.00,0.50,1,170.00,45.00, 2.20,250.00,220.00,2550.90,240.99,62.78,60.00,60.00, 4.29, 6.28, 2.93, 0.30, 0.00, 0.00, 2777.46, 2777.46,0
803,2,3519.38,150.00,0.50,1,170.00,45.00, 3.20,0.00,0.00,0.00,268.07,69.04,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
803,3,3519.38,150.00,0.50,1,170.00,45.00, 4.00,0.00,0.00,0.00,171.32,43.53,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
804,1,3519.38,200.00,0.40,1,170.00,45.00, 2.20,250.00,220.00,1985.76,193.74,49.75,60.00,60.00, 4.29, 12.89, 2.92, 0.65, 0.00, 0.00, 2777.46, 2777.46,0
804,2,3519.38,200.00,0.40,1,170.00,45.00, 3.20,210.00,261.50,2724.91,254.81,65.97,60.00,60.00, 4.29, 35.78, 0.84, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
804,3,3519.38,200.00,0.40,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
805,1,3519.38,200.00,0.41,1,170.00,45.00, 2.20,250.00,220.00,1985.75,194.01,49.82,60.00,60.00, 4.29, 11.46, 3.24, 0.73, 0.00, 0.00, 2777.46, 2777.46,0
805,2,3519.38,200.00,0.41,1,170.00,45.00, 3.20,210.00,260.29,2724.96,254.81,65.97,60.00,60.00, 4.29, 34.79, 0.90, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
805,3,3519.38,200.00,0.41,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
806,1,3519.38,200.00,0.42,1,170.00,45.00, 2.20,250.00,220.00,1985.69,194.34,49.90,60.00,60.00, 4.29, 9.86, 3.62, 0.81, 0.00, 0.00, 2777.46, 2777.46,0
806,2,3519.38,200.00,0.42,1,170.00,45.00, 3.20,210.00,259.14,2724.95,254.81,65.96,60.00,60.00, 4.29, 33.69, 0.96, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
806,3,3519.38,200.00,0.42,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
807,1,3519.38,200.00,0.43,1,170.00,45.00, 2.20,250.00,220.00,1985.78,194.76,50.01,60.00,60.00, 4.29, 8.06, 4.06, 0.92, 0.00, 0.00, 2777.46, 2777.46,0
807,2,3519.38,200.00,0.43,1,170.00,45.00, 3.20,210.00,259.15,2724.94,254.81,65.96,60.00,60.00, 4.29, 32.45, 1.07, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
807,3,3519.38,200.00,0.43,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
808,1,3519.38,200.00,0.44,1,170.00,45.00, 2.20,250.00,220.00,1985.77,195.30,50.15,60.00,60.00, 4.29, 6.03, 4.61, 1.07, 0.00, 0.00, 2777.46, 2777.46,0
808,2,3519.38,200.00,0.44,1,170.00,45.00, 3.20,210.00,259.00,2724.94,254.81,65.96,60.00,60.00, 4.29, 31.06, 1.20, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
808,3,3519.38,200.00,0.44,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
809,1,3519.38,200.00,0.45,1,170.00,45.00, 2.20,250.00,220.00,1985.78,196.00,50.34,60.00,60.00, 4.29, 3.70, 5.27, 1.26, 0.00, 0.00, 2777.46, 2777.46,0
809,2,3519.38,200.00,0.45,1,170.00,45.00, 3.20,210.00,260.00,2724.95,255.19,66.06,60.00,60.00, 4.29, 29.52, 1.34, 0.10, 0.00, 0.00, 2777.46, 2777.46,0
809,3,3519.38,200.00,0.45,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
810,1,3519.38,200.00,0.46,1,170.00,45.00, 2.20,250.00,220.00,1983.77,196.88,50.57,60.00,60.00, 4.29, 0.96, 6.11, 1.53, 0.00, 0.00, 2777.46, 2777.46,0
810,2,3519.38,200.00,0.46,1,170.00,45.00, 3.20,210.00,260.00,2724.93,255.42,66.12,60.00,60.00, 4.29, 27.79, 1.50, 0.16, 0.00, 0.00, 2777.46, 2777.46,0
810,3,3519.38,200.00,0.46,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
811,1,3519.38,200.00,0.47,1,170.00,45.00, 2.20,250.00,220.00,1982.49,201.50,51.79,60.00,60.00, 0.00, 0.00, 4.93, 2.79, 0.00, 0.00, 2777.46, 2777.46,0
811,2,3519.38,200.00,0.47,1,170.00,45.00, 3.20,210.00,259.27,2724.93,254.81,65.96,60.00,60.00, 4.29, 25.73, 1.79, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
811,3,3519.38,200.00,0.47,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
812,1,3519.38,200.00,0.48,1,170.00,45.00, 2.20,250.00,220.00,1985.83,208.17,53.57,60.00,60.00, 0.00, 0.00, 2.61, 4.49, 0.00, 0.00, 2777.46, 2777.46,0
812,2,3519.38,200.00,0.48,1,170.00,45.00, 3.20,210.00,260.00,2724.90,255.64,66.18,60.00,60.00, 4.29, 23.53, 1.97, 0.22, 0.00, 0.00, 2777.46, 2777.46,0
812,3,3519.38,200.00,0.48,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
813,1,3519.38,200.00,0.49,1,170.00,45.00, 2.20,250.00,220.00,1985.58,217.89,56.15,60.00,60.00, 0.00, 0.00, 1.07, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
813,2,3519.38,200.00,0.49,1,170.00,45.00, 3.20,210.00,260.00,2724.91,255.82,66.22,60.00,60.00, 4.29, 20.88, 2.30, 0.27, 0.00, 0.00, 2777.46, 2777.46,0
813,3,3519.38,200.00,0.49,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
814,1,3519.38,200.00,0.50,1,170.00,45.00, 2.20,250.00,220.00,1985.45,233.93,60.41,60.00,60.00, 0.00, 0.00, 1.60, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
814,2,3519.38,200.00,0.50,1,170.00,45.00, 3.20,210.00,260.00,2724.87,256.06,66.29,60.00,60.00, 4.29, 17.77, 2.73, 0.34, 0.00, 0.00, 2777.46, 2777.46,0
814,3,3519.38,200.00,0.50,1,170.00,45.00, 4.00,0.00,263.49,3403.33,312.36,81.53,0.00,60.00, 3.87, 61.36, 0.00, 0.00, 0.00, 6.10, 2777.46, 3000.00,0
815,1,3519.38,250.00,0.40,1,170.00,45.00, 2.20,250.00,220.00,1700.55,171.74,43.61,60.00,60.00, 4.29, 4.29, 5.14, 1.32, 0.00, 0.00, 2777.46, 2777.46,0
815,2,3519.38,250.00,0.40,1,170.00,45.00, 3.20,210.00,260.00,2267.43,216.52,55.51,60.00,60.00, 4.29, 24.06, 2.24, 0.28, 0.00, 0.00, 2777.46, 2777.46,0
815,3,3519.38,250.00,0.40,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
816,1,3519.38,250.00,0.41,1,170.00,45.00, 2.20,250.00,220.00,1700.60,172.45,43.80,60.00,60.00, 4.29, 2.60, 5.72, 1.51, 0.00, 0.00, 2777.46, 2777.46,0
816,2,3519.38,250.00,0.41,1,170.00,45.00, 3.20,210.00,260.00,2267.46,216.77,55.57,60.00,60.00, 4.29, 22.92, 2.45, 0.34, 0.00, 0.00, 2777.46, 2777.46,0
816,3,3519.38,250.00,0.41,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
817,1,3519.38,250.00,0.42,1,170.00,45.00, 2.20,250.00,220.00,1692.55,172.29,43.75,60.00,60.00, 0.00, 0.00, 6.92, 1.65, 0.00, 0.00, 2777.46, 2777.46,0
817,2,3519.38,250.00,0.42,1,170.00,45.00, 3.20,210.00,260.00,2267.46,217.02,55.64,60.00,60.00, 4.29, 21.65, 2.69, 0.41, 0.00, 0.00, 2777.46, 2777.46,0
817,3,3519.38,250.00,0.42,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
818,1,3519.38,250.00,0.43,1,170.00,45.00, 2.20,250.00,220.00,1666.94,176.77,44.94,60.00,60.00, 0.00, 0.00, 4.99, 3.43, 0.00, 0.00, 2777.46, 2777.46,0
818,2,3519.38,250.00,0.43,1,170.00,45.00, 3.20,210.00,260.00,2267.46,217.33,55.72,60.00,60.00, 4.29, 20.24, 2.97, 0.49, 0.00, 0.00, 2777.46, 2777.46,0
818,3,3519.38,250.00,0.43,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
819,1,3519.38,250.00,0.44,1,170.00,45.00, 2.20,250.00,220.00,1700.54,181.58,46.22,60.00,60.00, 0.00, 0.00, 4.27, 3.94, 0.00, 0.00, 2777.46, 2777.46,0
819,2,3519.38,250.00,0.44,1,170.00,45.00, 3.20,210.00,260.00,2267.44,217.71,55.81,60.00,60.00, 4.29, 18.67, 3.30, 0.59, 0.00, 0.00, 2777.46, 2777.46,0
819,3,3519.38,250.00,0.44,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
820,1,3519.38,250.00,0.45,1,170.00,45.00, 2.20,250.00,220.00,1700.48,186.75,47.59,60.00,60.00, 0.00, 0.00, 2.62, 5.31, 0.00, 0.00, 2777.46, 2777.46,0
820,2,3519.38,250.00,0.45,1,170.00,45.00, 3.20,210.00,260.00,2267.37,218.17,55.93,60.00,60.00, 4.29, 16.88, 3.69, 0.71, 0.00, 0.00, 2777.46, 2777.46,0
820,3,3519.38,250.00,0.45,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
821,1,3519.38,250.00,0.46,1,170.00,45.00, 2.20,250.00,220.00,1700.43,195.32,49.86,60.00,60.00, 0.00, 0.00, 2.46, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
821,2,3519.38,250.00,0.46,1,170.00,45.00, 3.20,210.00,260.00,2267.43,219.08,56.17,60.00,60.00, 4.29, 14.94, 4.07, 0.95, 0.00, 0.00, 2777.46, 2777.46,0
821,3,3519.38,250.00,0.46,1,170.00,45.00, 4.00,0.00,264.34,2755.01,256.65,66.32,0.00,60.00, 4.29, 55.23, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
822,1,3519.38,250.00,0.47,1,170.00,45.00, 2.20,250.00,220.00,1700.66,206.65,52.87,60.00,60.00, 0.00, 0.00, 3.18, 5.58, 0.00, 0.00, 2777.46, 2777.46,0
