Run No., Proc No., TBV(Ogawa),Cpre, H(%), Sex , Height(cm),Weight(kg),Yield, Vp, Vc, Vintarg, Vac, Time(min), Qin-pp, Qin-mr, Qch-mr,Time(mr),Time(PCA),Time(ExtPCA),Time(PIR_PLASMA),Time(PIR_NOPLASMA),Rpm(mr),Rpm(pp),Status
162,1,3063.10,250.00,0.47,1,130.00,45.00, 2.20,250.00,220.00,1750.39,202.92,51.88,60.00,60.00, 0.00, 0.00, 2.29, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
162,2,3063.10,250.00,0.47,1,130.00,45.00, 3.20,210.00,260.00,2388.27,226.40,58.11,60.00,60.00, 4.29, 15.87, 4.14, 0.14, 0.00, 0.00, 2777.46, 2777.46,0
162,3,3063.10,250.00,0.47,1,130.00,45.00, 4.00,0.00,261.87,2988.25,276.68,72.35,0.00,60.00, 4.29, 61.10, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
163,1,3063.10,250.00,0.48,1,130.00,45.00, 2.20,250.00,220.00,1750.26,215.32,55.17,60.00,60.00, 0.00, 0.00, 2.83, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
163,2,3063.10,250.00,0.48,1,130.00,45.00, 3.20,210.00,260.00,2388.27,226.60,58.17,60.00,60.00, 4.29, 13.13, 4.88, 0.19, 0.00, 0.00, 2777.46, 2777.46,0
163,3,3063.10,250.00,0.48,1,130.00,45.00, 4.00,0.00,261.87,2988.25,276.68,72.35,0.00,60.00, 4.29, 61.10, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
164,1,3063.10,250.00,0.49,1,130.00,45.00, 2.20,250.00,220.00,1750.93,230.47,59.20,60.00,60.00, 0.00, 0.00, 3.77, 5.50, 0.00, 0.00, 2777.46, 2777.46,0
164,2,3063.10,250.00,0.49,1,130.00,45.00, 3.20,210.00,260.00,2388.20,229.84,59.02,60.00,60.00, 4.29, 10.86, 4.85, 1.06, 0.00, 0.00, 2777.46, 2777.46,0
164,3,3063.10,250.00,0.49,1,130.00,45.00, 4.00,0.00,261.87,2988.25,276.68,72.35,0.00,60.00, 4.29, 61.10, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
165,1,3063.10,250.00,0.50,1,130.00,45.00, 2.20,250.00,220.00,1750.21,247.41,63.75,60.00,60.00, 0.00, 0.00, 4.17, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
165,2,3063.10,250.00,0.50,1,130.00,45.00, 3.20,210.00,260.00,2388.19,230.80,59.28,60.00,60.00, 4.29, 7.27, 5.77, 1.31, 0.00, 0.00, 2777.46, 2777.46,0
165,3,3063.10,250.00,0.50,1,130.00,45.00, 4.00,0.00,261.87,2988.25,276.68,72.35,0.00,60.00, 4.29, 61.10, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
166,1,3063.10,300.00,0.40,1,130.00,45.00, 2.20,250.00,220.00,1459.55,163.10,41.17,60.00,60.00, 4.29, 0.00, 3.99, 4.53, 0.00, 0.00, 2777.46, 2777.46,0
166,2,3063.10,300.00,0.40,1,130.00,45.00, 3.20,210.00,259.01,2069.00,198.43,50.55,60.00,60.00, 4.29, 18.34, 3.50, 0.00, 0.00, 0.00, 2777.46, 2777.46,0
166,3,3063.10,300.00,0.40,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
167,1,3063.10,300.00,0.41,1,130.00,45.00, 2.20,250.00,220.00,1502.83,166.99,42.20,60.00,60.00, 0.00, 0.00, 3.87, 4.57, 0.00, 0.00, 2777.46, 2777.46,0
167,2,3063.10,300.00,0.41,1,130.00,45.00, 3.20,210.00,260.00,2068.98,198.71,50.62,60.00,60.00, 4.29, 17.02, 3.89, 0.07, 0.00, 0.00, 2777.46, 2777.46,0
167,3,3063.10,300.00,0.41,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
168,1,3063.10,300.00,0.42,1,130.00,45.00, 2.20,250.00,220.00,1502.71,171.15,43.30,60.00,60.00, 0.00, 0.00, 2.65, 5.68, 0.00, 0.00, 2777.46, 2777.46,0
168,2,3063.10,300.00,0.42,1,130.00,45.00, 3.20,210.00,260.00,2069.00,198.82,50.65,60.00,60.00, 4.29, 15.54, 4.34, 0.10, 0.00, 0.00, 2777.46, 2777.46,0
168,3,3063.10,300.00,0.42,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
169,1,3063.10,300.00,0.43,1,130.00,45.00, 2.20,250.00,220.00,1502.82,178.52,45.26,60.00,60.00, 0.00, 0.00, 3.20, 5.59, 0.00, 0.00, 2777.46, 2777.46,0
169,2,3063.10,300.00,0.43,1,130.00,45.00, 3.20,210.00,260.00,2069.06,198.98,50.69,60.00,60.00, 4.29, 13.87, 4.89, 0.14, 0.00, 0.00, 2777.46, 2777.46,0
169,3,3063.10,300.00,0.43,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
170,1,3063.10,300.00,0.44,1,130.00,45.00, 2.20,250.00,220.00,1503.41,186.96,47.50,60.00,60.00, 0.00, 0.00, 3.93, 5.41, 0.00, 0.00, 2777.46, 2777.46,0
170,2,3063.10,300.00,0.44,1,130.00,45.00, 3.20,210.00,260.00,2069.07,199.21,50.75,60.00,60.00, 4.29, 11.94, 5.57, 0.21, 0.00, 0.00, 2777.46, 2777.46,0
170,3,3063.10,300.00,0.44,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
171,1,3063.10,300.00,0.45,1,130.00,45.00, 2.20,250.00,220.00,1502.77,195.47,49.76,60.00,60.00, 0.00, 0.00, 4.11, 5.63, 0.00, 0.00, 2777.46, 2777.46,0
171,2,3063.10,300.00,0.45,1,130.00,45.00, 3.20,210.00,260.00,2069.00,203.59,51.92,60.00,60.00, 4.29, 10.97, 5.15, 1.37, 0.00, 0.00, 2777.46, 2777.46,0
171,3,3063.10,300.00,0.45,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
172,1,3063.10,300.00,0.46,1,130.00,45.00, 2.20,250.00,220.00,1502.41,205.50,52.42,60.00,60.00, 0.00, 0.00, 4.56, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
172,2,3063.10,300.00,0.46,1,130.00,45.00, 3.20,210.00,260.00,2068.94,204.44,52.14,60.00,60.00, 4.29, 8.70, 5.87, 1.60, 0.00, 0.00, 2777.46, 2777.46,0
172,3,3063.10,300.00,0.46,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
173,1,3063.10,300.00,0.47,1,130.00,45.00, 2.20,250.00,220.00,1502.45,217.16,55.52,60.00,60.00, 0.00, 0.00, 5.20, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
173,2,3063.10,300.00,0.47,1,130.00,45.00, 3.20,210.00,260.00,2068.97,205.58,52.44,60.00,60.00, 4.29, 6.05, 6.76, 1.90, 0.00, 0.00, 2777.46, 2777.46,0
173,3,3063.10,300.00,0.47,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
174,1,3063.10,300.00,0.48,1,130.00,45.00, 2.20,250.00,220.00,1502.34,230.64,59.10,60.00,60.00, 0.00, 0.00, 5.93, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
174,2,3063.10,300.00,0.48,1,130.00,45.00, 3.20,210.00,260.00,2069.52,203.42,51.87,60.00,60.00, 0.00, 0.00, 10.82, 1.31, 0.00, 0.00, 2777.46, 2777.46,0
174,3,3063.10,300.00,0.48,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
175,1,3063.10,300.00,0.49,1,130.00,45.00, 2.20,250.00,220.00,1502.36,246.44,63.31,60.00,60.00, 0.00, 0.00, 6.77, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
175,2,3063.10,300.00,0.49,1,130.00,45.00, 3.20,210.00,260.00,2069.14,210.48,53.74,60.00,60.00, 0.00, 0.00, 8.52, 3.20, 0.00, 0.00, 2777.46, 2777.46,0
175,3,3063.10,300.00,0.49,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
176,1,3063.10,300.00,0.50,1,130.00,45.00, 2.20,250.00,220.00,1503.50,267.38,68.97,60.00,60.00, 0.00, 0.00, 8.51, 5.25, 0.00, 0.00, 2777.46, 2777.46,0
176,2,3063.10,300.00,0.50,1,130.00,45.00, 3.20,210.00,259.16,2045.48,217.89,55.71,60.00,60.00, 0.00, 0.00, 5.32, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
176,3,3063.10,300.00,0.50,1,130.00,45.00, 4.00,0.00,265.06,2510.11,235.60,60.76,0.00,60.00, 4.29, 50.58, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
177,1,3063.10,350.00,0.40,1,130.00,45.00, 2.20,250.00,220.00,1280.56,168.88,42.70,60.00,60.00, 0.00, 0.00, 4.04, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
177,2,3063.10,350.00,0.40,1,130.00,45.00, 3.20,210.00,260.00,1768.88,177.77,45.06,60.00,60.00, 4.29, 9.53, 5.46, 1.36, 0.00, 0.00, 2777.46, 2777.46,0
177,3,3063.10,350.00,0.40,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
178,1,3063.10,350.00,0.41,1,130.00,45.00, 2.20,250.00,220.00,1280.48,175.20,44.38,60.00,60.00, 0.00, 0.00, 4.47, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
178,2,3063.10,350.00,0.41,1,130.00,45.00, 3.20,210.00,260.00,1768.87,178.71,45.31,60.00,60.00, 4.29, 8.06, 5.99, 1.61, 0.00, 0.00, 2777.46, 2777.46,0
178,3,3063.10,350.00,0.41,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
179,1,3063.10,350.00,0.42,1,130.00,45.00, 2.20,250.00,219.98,1280.31,182.19,46.23,60.00,60.00, 0.00, 0.00, 4.94, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
179,2,3063.10,350.00,0.42,1,130.00,45.00, 3.20,210.00,260.00,1768.81,175.52,44.46,60.00,60.00, 4.29, 4.43, 8.60, 0.77, 0.00, 0.00, 2777.46, 2777.46,0
179,3,3063.10,350.00,0.42,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
180,1,3063.10,350.00,0.43,1,130.00,45.00, 2.20,250.00,220.00,1280.40,190.67,48.49,60.00,60.00, 0.00, 0.00, 5.93, 5.40, 0.00, 0.00, 2777.46, 2777.46,0
180,2,3063.10,350.00,0.43,1,130.00,45.00, 3.20,210.00,260.00,1768.85,176.95,44.84,60.00,60.00, 4.29, 1.81, 10.09, 1.15, 0.00, 0.00, 2777.46, 2777.46,0
180,3,3063.10,350.00,0.43,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
181,1,3063.10,350.00,0.44,1,130.00,45.00, 2.20,250.00,220.00,1280.32,198.63,50.60,60.00,60.00, 0.00, 0.00, 6.05, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
181,2,3063.10,350.00,0.44,1,130.00,45.00, 3.20,210.00,260.00,1744.15,180.29,45.73,60.00,60.00, 0.00, 0.00, 10.09, 2.60, 0.00, 0.00, 2777.46, 2777.46,0
181,3,3063.10,350.00,0.44,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
182,1,3063.10,350.00,0.45,1,130.00,45.00, 2.20,250.00,220.00,1280.28,208.39,53.19,60.00,60.00, 0.00, 0.00, 6.70, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
182,2,3063.10,350.00,0.45,1,130.00,45.00, 3.20,210.00,260.00,1753.29,185.42,47.09,60.00,60.00, 0.00, 0.00, 8.91, 3.75, 0.00, 0.00, 2777.46, 2777.46,0
182,3,3063.10,350.00,0.45,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
183,1,3063.10,350.00,0.46,1,130.00,45.00, 2.20,250.00,220.00,1280.24,219.46,56.13,60.00,60.00, 0.00, 0.00, 7.43, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
183,2,3063.10,350.00,0.46,1,130.00,45.00, 3.20,210.00,260.00,1744.64,190.95,48.56,60.00,60.00, 0.00, 0.00, 7.16, 5.42, 0.00, 0.00, 2777.46, 2777.46,0
183,3,3063.10,350.00,0.46,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
184,1,3063.10,350.00,0.47,1,130.00,45.00, 2.20,250.00,220.00,1280.21,232.09,59.48,60.00,60.00, 0.00, 0.00, 8.24, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
184,2,3063.10,350.00,0.47,1,130.00,45.00, 3.20,210.00,260.00,1768.70,199.14,50.73,60.00,60.00, 0.00, 0.00, 7.16, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
184,3,3063.10,350.00,0.47,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
185,1,3063.10,350.00,0.48,1,130.00,45.00, 2.20,250.00,220.0,1267.29,245.56,63.06,60.00,60.00, 0.00, 0.00, 8.89, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
185,2,3063.10,350.00,0.48,1,130.00,45.00, 3.20,210.00,260.00,1768.62,211.28,53.96,60.00,60.00, 0.00, 0.00, 8.03, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
185,3,3063.10,350.00,0.48,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
186,1,3063.10,350.00,0.49,1,130.00,45.00, 2.20,250.00,220.0,1268.68,262.85,67.68,60.00,60.00, 0.00, 0.00, 9.98, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
186,2,3063.10,350.00,0.49,1,130.00,45.00, 3.20,210.00,259.15,1768.31,224.85,57.57,60.00,60.00, 0.00, 0.00, 8.86, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
186,3,3063.10,350.00,0.49,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
187,1,3063.10,350.00,0.50,1,130.00,45.00, 2.20,250.00,220.00,1280.08,285.24,73.74,60.00,60.00, 0.00, 0.00, 11.58, 5.65, 0.00, 0.00, 2777.46, 2777.46,0
187,2,3063.10,350.00,0.50,1,130.00,45.00, 3.20,210.00,260.00,1768.71,242.91,62.41,60.00,60.00, 0.00, 0.00, 10.33, 5.60, 0.00, 0.00, 2777.46, 2777.46,0
187,3,3063.10,350.00,0.50,1,130.00,45.00, 4.00,0.00,264.63,2211.35,209.92,53.81,0.00,60.00, 4.29, 43.64, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
188,1,3063.10,400.00,0.40,1,130.00,45.00, 2.20,250.00,219.73,1095.06,175.78,44.54,60.00,60.00, 0.00, 0.00, 5.44, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
188,2,3063.10,400.00,0.40,1,130.00,45.00, 3.20,210.00,260.00,1509.91,163.04,41.15,60.00,60.00, 0.00, 0.00, 9.07, 3.36, 0.00, 0.00, 2777.46, 2777.46,0
188,3,3063.10,400.00,0.40,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
189,1,3063.10,400.00,0.41,1,130.00,45.00, 2.20,250.00,220.00,1113.82,183.12,46.48,60.00,60.00, 0.00, 0.00, 6.13, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
189,2,3063.10,400.00,0.41,1,130.00,45.00, 3.20,210.00,260.00,1528.39,166.93,42.18,60.00,60.00, 0.00, 0.00, 8.56, 3.98, 0.00, 0.00, 2777.46, 2777.46,0
189,3,3063.10,400.00,0.41,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
190,1,3063.10,400.00,0.42,1,130.00,45.00, 2.20,250.00,220.00,1113.82,191.38,48.67,60.00,60.00, 0.00, 0.00, 7.26, 5.31, 0.00, 0.00, 2777.46, 2777.46,0
190,2,3063.10,400.00,0.42,1,130.00,45.00, 3.20,210.00,260.00,1516.43,171.08,43.28,60.00,60.00, 0.00, 0.00, 7.27, 5.35, 0.00, 0.00, 2777.46, 2777.46,0
190,3,3063.10,400.00,0.42,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
191,1,3063.10,400.00,0.43,1,130.00,45.00, 2.20,250.00,220.00,1113.77,198.90,50.67,60.00,60.00, 0.00, 0.00, 7.41, 5.63, 0.00, 0.00, 2777.46, 2777.46,0
191,2,3063.10,400.00,0.43,1,130.00,45.00, 3.20,210.00,260.00,1527.62,176.84,44.81,60.00,60.00, 0.00, 0.00, 7.24, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
191,3,3063.10,400.00,0.43,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
192,1,3063.10,400.00,0.44,1,130.00,45.00, 2.20,250.00,220.0,1098.43,206.59,52.72,60.00,60.00, 0.00, 0.00, 7.63, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
192,2,3063.10,400.00,0.44,1,130.00,45.00, 3.20,210.00,257.83,1498.45,185.32,47.07,60.00,60.00, 0.00, 0.00, 7.99, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
192,3,3063.10,400.00,0.44,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
193,1,3063.10,400.00,0.45,1,130.00,45.00, 2.20,250.00,217.89,1112.84,218.16,55.79,60.00,60.00, 0.00, 0.00, 8.71, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
193,2,3063.10,400.00,0.45,1,130.00,45.00, 3.20,210.00,260.00,1527.72,193.95,49.35,60.00,60.00, 0.00, 0.00, 8.83, 5.60, 0.00, 0.00, 2777.46, 2777.46,0
193,3,3063.10,400.00,0.45,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
194,1,3063.10,400.00,0.46,1,130.00,45.00, 2.20,250.00,220.00,1113.56,229.92,58.91,60.00,60.00, 0.00, 0.00, 9.57, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
194,2,3063.10,400.00,0.46,1,130.00,45.00, 3.20,210.00,260.00,1528.31,204.91,52.26,60.00,60.00, 0.00, 0.00, 10.16, 5.28, 0.00, 0.00, 2777.46, 2777.46,0
194,3,3063.10,400.00,0.46,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
195,1,3063.10,400.00,0.47,1,130.00,45.00, 2.20,250.00,217.99,1105.08,242.65,62.29,60.00,60.00, 0.00, 0.00, 10.36, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
195,2,3063.10,400.00,0.47,1,130.00,45.00, 3.20,210.00,260.00,1527.36,215.34,55.04,60.00,60.00, 0.00, 0.00, 10.46, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
195,3,3063.10,400.00,0.47,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
196,1,3063.10,400.00,0.48,1,130.00,45.00, 2.20,250.00,220.00,1113.58,258.68,66.55,60.00,60.00, 0.00, 0.00, 11.61, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
196,2,3063.10,400.00,0.48,1,130.00,45.00, 3.20,210.00,260.00,1527.35,228.66,58.57,60.00,60.00, 0.00, 0.00, 11.54, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
196,3,3063.10,400.00,0.48,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
197,1,3063.10,400.00,0.49,1,130.00,45.00, 2.20,250.00,220.00,1113.54,276.88,71.41,60.00,60.00, 4.29, 2.42, 10.44, 5.70, 0.00, 0.00, 2777.46, 2777.46,0
197,2,3063.10,400.00,0.49,1,130.00,45.00, 3.20,210.00,260.00,1527.59,244.79,62.87,60.00,60.00, 0.00, 0.00, 13.03, 5.56, 0.00, 0.00, 2777.46, 2777.46,0
197,3,3063.10,400.00,0.49,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
198,1,3063.10,400.00,0.50,1,130.00,45.00, 2.20,250.00,219.98,1113.43,299.40,77.55,60.00,60.00, 4.29, 6.27, 8.02, 5.71, 0.00, 0.00, 2777.46, 2777.46,0
198,2,3063.10,400.00,0.50,1,130.00,45.00, 3.20,210.00,260.00,1527.26,263.44,67.91,60.00,60.00, 0.00, 0.00, 14.24, 5.69, 0.00, 0.00, 2777.46, 2777.46,0
198,3,3063.10,400.00,0.50,1,130.00,45.00, 4.00,0.00,263.58,1888.53,182.17,46.44,0.00,60.00, 4.29, 36.27, 0.00, 0.00, 0.00, 0.00, 2777.46, 3000.00,0
199,1,3563.10,150.00,0.40,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
199,2,3563.10,150.00,0.40,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
199,3,3563.10,150.00,0.40,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
200,1,3563.10,150.00,0.41,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
200,2,3563.10,150.00,0.41,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
200,3,3563.10,150.00,0.41,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
201,1,3563.10,150.00,0.42,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
201,2,3563.10,150.00,0.42,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
201,3,3563.10,150.00,0.42,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
202,1,3563.10,150.00,0.43,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
202,2,3563.10,150.00,0.43,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
202,3,3563.10,150.00,0.43,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
203,1,3563.10,150.00,0.44,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
203,2,3563.10,150.00,0.44,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
203,3,3563.10,150.00,0.44,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
204,1,3563.10,150.00,0.45,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
204,2,3563.10,150.00,0.45,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
204,3,3563.10,150.00,0.45,1,130.00,55.00, 4.00,0.00,0.00,0.00,182.17,46.44,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
205,1,3563.10,150.00,0.46,1,130.00,55.00, 2.20,0.00,0.00,0.00,299.40,77.55,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
205,2,3563.10,150.00,0.46,1,130.00,55.00, 3.20,0.00,0.00,0.00,263.44,67.91,0.00,0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3000.00, 3000.00,2
